movie_id,primary_title
tt0065744,The Shiver of the Vampires
tt0065750,Fury of the Wolfman
tt0065755,Gamera vs. Jiger
tt0065760,Gas! -Or- It Became Necessary to Destroy the World in Order to Save It.
tt0065761,The Cat o' Nine Tails
tt0065775,Getting Straight
tt0065776,Space Amoeba
tt0065777,The Garden of the Finzi-Continis
tt0065832,Hercules in New York
tt0065836,"Hi, Mom!"
tt0065851,The Horror of Frankenstein
tt0065852,Horror of the Blood Monsters
tt0065854,The House That Dripped Blood
tt0065885,In Search of America
tt0065905,Scream of the Demon Lover
tt0065911,Jane Eyre
tt0065916,Joe
tt0065922,Julius Caesar
tt0065936,Kati Patang
tt0065948,Landscape After Battle
tt0065968,The Last Rebel
tt0065976,Let It Be
tt0065989,Little Fauss and Big Halsy
tt0065999,The Hammer of God
tt0066008,Love Hate Love
tt0066011,Love Story
tt0066050,A Man Called Sledge
tt0066058,Mark of the Witch
tt0066062,Maybe I'll Come Home in the Spring
tt0066064,The McKenzie Break
tt0066105,The Price of Power
tt0066115,Myra Breckinridge
tt0066130,Ned Kelly
tt0066132,Web of the Spider
tt0066150,The Niklashausen Journey
tt0066160,The Werewolf Versus the Vampire Woman
tt0066181,On a Clear Day You Can See Forever
tt0066189,The Other Man
tt0066193,The Out of Towners
tt0066194,The Over-the-Hill Gang Rides Again
tt0066195,The Owl and the Pussycat
tt0066234,Pound
tt0066256,Pufnstuf
tt0066258,Puppet on a Chain
tt0066266,Quackser Fortune Has a Cousin in the Bronx
tt0066268,When Women Had Tails
tt0066279,The Railway Children
tt0066326,San Francisco International
tt0066344,Scrooge
tt0066349,Bizarre
tt0066384,Skullduggery
tt0066390,Soldier Blue
tt0066393,Song of Norway
tt0066401,Spring and Port Wine
tt0066407,Quiet Days in Clichy
tt0066413,The Spider's Stratagem
tt0066418,The Student Nurses
tt0066420,Sudden Terror
tt0066422,Suppose They Gave a War and Nobody Came
tt0066449,There's a Girl in My Soup
tt0066450,They Call Me Mister Tibbs!
tt0066451,Long Days of Hate
tt0066471,Too Late the Hero
tt0066476,The Touch of Satan
tt0066482,Trash
tt0066512,Up in the Cellar
tt0066536,The Crook
tt0066553,Weekend with the Babysitter
tt0066559,What Do You Say to a Naked Lady?
tt0066563,Where's Poppa?
tt0066564,Which Way to the Front?
tt0066578,The Wizard of Gore
tt0066579,Women in Love
tt0066580,Woodstock
tt0066599,Yuma
tt0066601,Zabriskie Point
tt0066605,Zig Zag
tt0066612,Compañeros
tt0066636,Cannon
tt0066670,The Hilarious House of Frightenstein
tt0066681,Longstreet
tt0066690,Nichols
tt0066714,The Six Wives of Henry VIII
tt0066732,200 Motels
tt0066735,Four Flies on Grey Velvet
tt0066758,Amar Prem
tt0066767,The Anderson Tapes
tt0066811,The Barefoot Executive
tt0066815,The Beast in the Cellar
tt0066817,Bedknobs and Broomsticks
tt0066819,The Beguiled
tt0066826,The Touch
tt0066836,Black Noon
tt0066842,Bleak Moments
tt0066845,Will to Die
tt0066848,Blood and Lace
tt0066863,The Brotherhood of Satan
tt0066870,Bunny O'Hare
tt0066893,Carnival of Blood
tt0066895,Carry on at Your Convenience
tt0066921,A Clockwork Orange
tt0066922,The Clowns
tt0066924,The Case of the Scorpion's Tail
tt0066932,Murder by the Book
tt0066936,How Tasty Was My Little Frenchman
tt0066955,Creatures the World Forgot
tt0066963,Dad's Army
tt0067004,Doctors' Wives
tt0067011,Adios Compañeros
tt0067017,Dracula vs. Frankenstein
tt0067026,Duel of the Iron Fist
tt0067057,"His Name Was Sam Walbash, But They Call Him Amen"
tt0067069,Evel Knievel
tt0067085,Fata Morgana
tt0067112,Fortune and Men's Eyes
tt0067118,Friends
tt0067148,Godzilla vs. Hedorah
tt0067162,The Grissom Gang
tt0067176,Hands of the Ripper
tt0067179,The World of Hans Christian Andersen
tt0067183,Haré Rama Haré Krishna
tt0067217,The Hospital
tt0067219,How to Frame a Figg
tt0067227,The Merchant of Four Seasons
tt0067229,I Drink Your Blood
tt0067236,The Iguana with the Tongue of Fire
tt0067260,Seven Murders for Scotland Yard
tt0067280,Journey Back to Oz
tt0067302,Kidnapped
tt0067306,King Lear
tt0067314,Kotch
tt0067315,The Red Tent
tt0067321,Lady Frankenstein
tt0067324,Land of Silence and Darkness
tt0067328,The Last Picture Show
tt0067345,The Light at the Edge of the World
tt0067355,They Call Me Trinity
tt0067357,"Long Ago, Tomorrow"
tt0067359,The Love Machine
tt0067367,Lust for a Vampire
tt0067377,Made for Each Other
tt0067400,The Christmas Martian
tt0067411,McCabe & Mrs. Miller
tt0067433,Minnie and Moskowitz
tt0067439,My Uncle Antoine
tt0067445,Death in Venice
tt0067451,Mrs. Pollifax-Spy
tt0067454,Multiple Maniacs
tt0067480,The Butcher of Binbrook
tt0067483,Nicholas and Alexandra
tt0067487,The Night Evelyn Came Out of the Grave
tt0067489,What the Peeper Saw
tt0067513,Eye in the Labyrinth
tt0067525,The Omega Man
tt0067528,On the Buses
tt0067546,Pakeezah
tt0067549,The Panic in Needle Park
tt0067568,Percy
tt0067591,Please Sir!
tt0067602,Oasis of Fear
tt0067610,Pretty Maids All in a Row
tt0067633,Punishment Park
tt0067656,A Bay of Blood
tt0067663,The Reincarnate
tt0067690,Daughters of Darkness
tt0067706,Sandra: The Making of a Woman
tt0067732,The Cannibal Man
tt0067738,A Severed Head
tt0067770,Red Sun
tt0067780,South of Hell Mountain
tt0067800,Straw Dogs
tt0067828,A Taste of Evil
tt0067835,A Tattered Web
tt0067839,The Telephone Book
tt0067843,Terror at Orgy Castle
tt0067866,El Topo
tt0067870,A Town Called Hell
tt0067871,The Toy Box
tt0067893,Two-Lane Blacktop
tt0067914,The Boxer
tt0067921,Valdez Is Coming
tt0067962,Beware of a Holy Whore
tt0067975,What's the Matter with Helen?
tt0067977,When Michael Calls
tt0067989,Wild Rovers
tt0067991,Willard
tt0067995,Women in Cages
tt0068007,The Young Graduates
tt0068022,Something Big
tt0068030,The Adventures of Black Beauty
tt0068040,Are You Being Served?
tt0068053,Bridget Loves Bernie
tt0068059,Colditz
tt0068067,Emergency!
tt0068096,Love Thy Neighbour
tt0068098,M*A*S*H
tt0068152,$
tt0068154,Trinity Is Still My Name
tt0068156,1776
tt0068168,Across 110th Street
tt0068173,The Adventures of Barry McKenzie
tt0068183,The Mean Machine
tt0068187,Alabama's Ghost
tt0068190,Alice's Adventures in Wonderland
tt0068205,Love in the Afternoon
tt0068226,The Assassination of Trotsky
tt0068231,Asylum of Satan
tt0068232,Return of the Evil Dead
tt0068235,Au Pair Girls
tt0068245,Bad Company
tt0068273,The Big Bird Cage
tt0068282,Black Mama White Mama
tt0068291,Blood of Ghastly Horror
tt0068307,Born to Boogie
tt0068309,Boxcar Bertha
tt0068313,Brain of Blood
tt0068327,Cabaret
tt0068337,The Carey Treatment
tt0068339,Carry on Matron
tt0068356,Chandler
tt0068359,A Charlie Brown Thanksgiving
tt0068367,Who Saw Her Die?
tt0068370,Children Shouldn't Play with Dead Things
tt0068373,A Christmas Carol
tt0068389,The Rolling Stones: Cocksucker Blues
tt0068390,A Cold Night's Death
tt0068395,Blueprint for Murder
tt0068396,Dagger of the Mind
tt0068397,Death Lends a Hand
tt0068398,Étude in Black
tt0068408,Conquest of the Planet of the Apes
tt0068414,The Corpse Grinders
tt0068415,Seven Deaths in the Cats Eyes
tt0068416,What Have You Done to Solange?
tt0068421,The Cowboys
tt0068425,The Cremators
tt0068435,The Culpepper Cattle Co.
tt0068448,Daughters of Satan
tt0068450,A Day in the Death of Joe Egg
tt0068459,Deathmaster
tt0068473,Deliverance
tt0068481,The Devil's Daughter
tt0068486,The Dirt Gang
tt0068492,Docteur Popaul
tt0068504,Dr. Tarr's Torture Dungeon
tt0068505,Dracula A.D. 1972
tt0068509,"Drive, He Said"
tt0068552,Swedish Wildcats
tt0068555,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask
tt0068583,Daughter of Dracula
tt0068588,The Final Comedown
tt0068591,Fireball Forward
tt0068595,Flesh Gordon
tt0068611,Frenzy
tt0068615,Frogs
tt0068619,Ganja & Hess
tt0068622,Gargoyles
tt0068638,The Getaway
tt0068648,"Goodnight, My Love"
tt0068649,The Gore Gore Girls
tt0068654,Count Dracula's Great Love
tt0068661,The Great Northfield Minnesota Raid
tt0068675,Hannie Caulder
tt0068687,The Heartbreak Kid
tt0068708,Home for the Holidays
tt0068711,The Honkers
tt0068716,Tower of Evil
tt0068718,The Hot Rock
tt0068719,The Hound of the Baskervilles
tt0068792,Gatchaman
tt0068817,Lone Wolf and Cub: Baby Cart to Hades
tt0068827,Lady Caroline Lamb
tt0068828,Lady Sings the Blues
tt0068837,The Legend of Boggy Creek
tt0068850,Love and Pain and the Whole Damn Thing
tt0068863,Lisa and the Devil
tt0068897,The Magnificent Seven Ride!
tt0068904,The Shrine of Ultimate Bliss
tt0068912,The Man
tt0068920,Antony and Cleopatra
tt0068966,The Witches Mountain
tt0068972,Death Smiles on a Murderer
tt0068981,Mutiny on the Buses
tt0069002,The Night Strangler
tt0069013,No Way Out
tt0069019,Don't Torture a Duckling
tt0069024,Nothing But the Night
tt0069039,Oh! Calcutta!
tt0069044,One Is a Lonely Number
tt0069046,The Hanging Woman
tt0069050,The Other
tt0069089,Pink Flamingos
tt0069091,Piranha
tt0069097,"Play It Again, Sam"
tt0069100,Please Don't Eat My Mother!
tt0069124,Private Parts
tt0069134,Pulp
tt0069159,"A Reason to Live, a Reason to Die"
tt0069165,Vengeance of the Zombies
tt0069226,Savages
tt0069248,Redneck
tt0069257,Shaft's Big Score!
tt0069263,Short Walk to Daylight
tt0069281,Sleuth
tt0069289,Snoopy Come Home
tt0069291,Snowball Express
tt0069301,Smile Before Death
tt0069311,Steptoe & Son
tt0069343,Black Belly of the Tarantula
tt0069368,That Certain Summer
tt0069371,They Only Kill Their Masters
tt0069377,Thumb Tripping
tt0069386,To Kill a Clown
tt0069393,Tomorrow
tt0069404,Travels with My Aunt
tt0069414,Trouble Man
tt0069442,A Gorgeous Girl Like Me
tt0069446,The Master Touch
tt0069448,Up the Front
tt0069461,The Victim
tt0069464,Virgin Witch
tt0069496,When the Legends Die
tt0069497,Where Does It Hurt?
tt0069515,The Wrath of God
tt0069516,"X, Y & Zee"
tt0069536,White Fang
tt0069557,Barnaby Jones
tt0069595,"Inch High, Private Eye"
tt0069602,Last of the Summer Wine
tt0069607,Man About the House
tt0069634,Some Mothers Do 'Ave 'Em
tt0069665,2069: A Sex Odyssey
tt0069681,The Affair
tt0069688,Alien Thunder
tt0069704,American Graffiti
tt0069715,And Now the Screaming Starts!
tt0069718,Anita
tt0069761,Badge 373
tt0069795,Blackenstein
tt0069796,Black Snake
tt0069811,The Body Shop
tt0069822,Breezy
tt0069834,Cahill U.S. Marshal
tt0069847,Carry on Abroad
tt0069848,Carry on Girls
tt0069850,The French Sex Murders
tt0069857,Conflict
tt0069897,Coffy
tt0069902,Candidate for Crime
tt0069904,Double Shock
tt0069906,The Most Dangerous Match
tt0069914,Confessions of a Young American Housewife
tt0069924,Craze
tt0069945,Dark Star
tt0069946,The Day of the Dolphin
tt0069951,The Deadly Trackers
tt0069956,Sacrifice!
tt0069966,Detroit 9000
tt0069967,Two Men in Town
tt0069969,The Devil in Miss Jones
tt0069976,Dillinger
tt0069992,Don't Be Afraid of the Dark
tt0069994,Don't Look in the Basement
tt0070000,Double Indemnity
tt0070022,Electra Glide in Blue
tt0070039,Horror Rises from the Tomb
tt0070077,The Friends of Eddie Coyle
tt0070079,From the Mixed-Up Files of Mrs. Basil E. Frankweiler
tt0070085,Sex & Fury
tt0070093,Gawain and the Green Knight
tt0070106,Ghost in the Noonday Sun
tt0070113,Girls Are for Loving
tt0070121,Godspell
tt0070125,The Gospel Road: A Story of Jesus
tt0070126,Murder in a Blue World
tt0070155,The Harder They Come
tt0070158,Harry in Your Pocket
tt0070180,The Hireling
tt0070189,Honor Thy Father
tt0070198,House of the Living Dead
tt0070229,Isn't It Shocking?
tt0070292,The Laughing Policeman
tt0070325,Little Laura and Big John
tt0070337,Lost Horizon
tt0070359,The Mother and the Whore
tt0070458,The Norliss Tapes
tt0070497,Outrage
tt0070509,The Paper Chase
tt0070511,Papillon
tt0070518,Pat Garrett & Billy the Kid
tt0070531,Phase IV
tt0070533,The Picture of Dorian Gray
tt0070538,Pioneer Woman
tt0070572,An Eye for an Eye
tt0070578,The Pyx
tt0070585,The Questor Tapes
tt0070592,Massacre in Rome
tt0070593,"Crimson, the Color of Blood"
tt0070599,A Reflection of Fear
tt0070630,Santee
tt0070636,Satanico Pandemonium
tt0070653,Scorpio
tt0070666,Serpico
tt0070672,The Seven-Ups
tt0070679,Shaft in Africa
tt0070706,Slaughter's Big Rip-Off
tt0070723,Soylent Green
tt0070731,Steelyard Blues
tt0070742,The Stranger
tt0070751,Sunshine
tt0070752,Superchick
tt0070756,Supervan
tt0070784,Terror on the Beach
tt0070787,That Man Bolt
tt0070790,That's Your Funeral
tt0070795,A Thief in the Night
tt0070800,Five Fingers of Death
tt0070869,It Happened at Nightmare Inn
tt0070893,Voodoo Black Exorcist
tt0070904,World on a Wire
tt0070909,Westworld
tt0070913,What?
tt0070915,White Lightning
tt0070928,The World's Greatest Athlete
tt0070959,State of Siege
tt0070985,Don Adams' Screen Test
tt0070991,Good Times
tt0070992,Happy Days
tt0071002,Kodiak
tt0071003,Kolchak: The Night Stalker
tt0071033,Planet of the Apes
tt0071068,The Top Secret Life of Edgar Briggs
tt0071070,Valley of the Dinosaurs
tt0071075,The World at War
tt0071147,"Anna: The Pleasure, the Torment"
tt0071167,The Killer Reserved Nine Seats
tt0071189,The Bamboo House of Dolls
tt0071198,The Bat People
tt0071200,The Beast Must Die
tt0071206,Benji
tt0071207,The Best of Benny Hill
tt0071221,Black Belt Jones
tt0071222,Black Christmas
tt0071224,Black Eye
tt0071233,Blood for Dracula
tt0071240,Born Innocent
tt0071247,Brief Encounter
tt0071266,Caged Heat
tt0071268,The California Kid
tt0071274,Candy Stripe Nurses
tt0071278,Caravan to Vaccarès
tt0071282,The Cars That Ate Paris
tt0071334,Claudine
tt0071336,The Clones
tt0071357,Confessions of a Window Cleaner
tt0071358,Conrack
tt0071360,The Conversation
tt0071361,Coonskin
tt0071396,Messiah of Evil
tt0071399,Death Cruise
tt0071402,Death Wish
tt0071415,Devil's Possessed
tt0071416,The Devil's Triangle
tt0071424,Dirty Mary Crazy Larry
tt0071437,Double Agent 73
tt0071448,Dunderklumpen!
tt0071458,Effi Briest
tt0071464,Emmanuelle
tt0071477,The Execution of Private Slovik
tt0071478,Exorcism
tt0071486,White Collar Blues
tt0071487,The Phantom of Liberty
tt0071507,"Flavia, the Heretic"
tt0071524,The Front Page
tt0071535,When the Screaming Stops
tt0071571,Gone in 60 Seconds
tt0071575,The Dion Brothers
tt0071583,The Groove Tube
tt0071613,Holiday on the Buses
tt0071617,Homebodies
tt0071624,Hot Summer in Barefoot County
tt0071625,A Hard Day for Archie
tt0071627,The House of Seven Corpses
tt0071666,Invasion from Inner Earth
tt0071679,"It's the Easter Beagle, Charlie Brown!"
tt0071746,Lenny
tt0071759,Little House on the Prairie
tt0071782,Lucky Luciano
tt0071803,Mame
tt0071824,McQ
tt0071844,Till Marriage Do Us Part
tt0071845,Miracles Still Happen
tt0071864,Love at the Top
tt0071870,Much Ado About Nothing
tt0071890,The Nada Gang
tt0071913,The Nine Lives of Fritz the Cat
tt0071923,Prophecies of Nostradamus
tt0071949,Orderers
tt0071950,Footprints on the Moon
tt0071970,The Parallax View
tt0072006,Policewomen
tt0072024,Pray for the Wildcats
tt0072046,Hard to Remember
tt0072107,S*P*Y*S
tt0072130,The Second Coming of Suzanne
tt0072131,The Secret
tt0072133,Garden of Death
tt0072136,Seizure
tt0072147,Enter the Devil
tt0072148,Seytan
tt0072149,Shanks
tt0072179,Sunburst
tt0072189,Son of Dracula
tt0072195,Space Is the Place
tt0072198,The Spikes Gang
tt0072200,Emergency Squad
tt0072201,Stardust
tt0072204,Stavisky
tt0072209,Stone
tt0072217,The Strange and Deadly Occurrence
tt0072228,The Super Cops
tt0072235,Sweet Movie
tt0072239,Symptoms
tt0072245,TNT Jackson
tt0072253,The Tamarind Seed
tt0072271,The Texas Chain Saw Massacre
tt0072317,The Trial of Billy Jack
tt0072342,Pleasure Party
tt0072349,Puzzle
tt0072351,Uptown Saturday Night
tt0072353,Going Places
tt0072354,Vampyres
tt0072362,A Very Natural Thing
tt0072399,When the North Wind Blows
tt0072409,Willie Dynamite
tt0072417,A Woman Under the Influence
tt0072419,Wonder Woman
tt0072435,Zandy's Bride
tt0072448,Zorro
tt0072559,Ryan's Hope
tt0072560,S.W.A.T.
tt0072562,Saturday Night Live
tt0072564,Space: 1999
tt0072572,Survivors
tt0072573,Swiss Family Robinson
tt0072667,Attack on Terror: The FBI vs. the Ku Klux Klan
tt0072705,Bite the Bullet
tt0072709,Black Moon
tt0072747,Bucktown
tt0072751,Bugs Bunny Superstar
tt0072752,The Beast
tt0072759,The Candy Tangerine Man
tt0072764,Carry on Behind
tt0072785,"Cry, Onion"
tt0072791,Cleopatra Jones and the Casino of Gold
tt0072800,A Case of Immunity
tt0072801,A Deadly State of Mind
tt0072805,Playback
tt0072814,Confessions of a Pop Performer
tt0072820,Cooley High
tt0072824,The Count of Monte-Cristo
tt0072826,"Cousin, Cousine"
tt0072848,The Day of the Locust
tt0072855,The Death Collector
tt0072867,Sharon's Baby
tt0072869,The Devil's Rain
tt0072877,Diamonds
tt0072886,Doc Savage: The Man of Bronze
tt0072891,Dogpound Shuffle
tt0072895,Dolemite
tt0072930,Black Emanuelle
tt0072933,Emmanuelle II
tt0072962,F for Fake
tt0073011,The Four Deuces
tt0073017,Barbed Wire Dolls
tt0073018,French Connection II
tt0073019,Friday Foster
tt0073036,"A Genius, Two Partners and a Dupe"
tt0073047,A Girl Named Sooner
tt0073068,Great (Isambard Kingdom Brunel)
tt0073076,Grey Gardens
tt0073078,Ground Zero
tt0073166,India Song
tt0073205,Wanted: Babysitter
tt0073229,Katherine
tt0073233,Katie Tippel
tt0073240,The Killer Elite
tt0073244,"King Arthur, the Young Warlord"
tt0073260,The Land That Time Forgot
tt0073271,Forever Emmanuelle
tt0073338,Night of the Howling Beast
tt0073340,The Man Who Skied Down Everest
tt0073367,Together Forever
tt0073393,The Milpitas Monster
tt0073418,Murder on Flight 502
tt0073440,Nashville
tt0073470,Strip Nude for Your Killer
tt0073496,The Other Side of the Mountain
tt0073540,Picnic at Hanging Rock
tt0073566,The Perfect Killer
tt0073582,Deep Red
tt0073601,Rafferty and the Gold Dust Twins
tt0073633,Violent Rome
tt0073639,Royal Flash
tt0073655,The Bloodsucker Leads the Dance
tt0073682,Sensations
tt0073686,Seven Alone
tt0073694,The Hand of Death
tt0073695,Sharks' Treasure
tt0073697,"'Sheba, Baby'"
tt0073703,That's the Way of the World
tt0073705,Shivers
tt0073755,The Street Fighter's Last Revenge
tt0073766,The Sunshine Boys
tt0073768,Supervixens
tt0073774,The Swiss Conspiracy
tt0073802,Three Days of the Condor
tt0073822,The Magic Flute
tt0073835,The Ultimate Warrior
tt0073880,Part 2: Walking Tall
tt0073906,The Wind and the Lion
tt0073911,Winstanley
tt0073918,The Yakuza
tt0073970,The Captain and Tennille
tt0073972,Charlie's Angels
tt0073999,The Glittering Prizes
tt0074006,"I, Claudius"
tt0074008,Ivan the Terrible
tt0074031,The New Avengers
tt0074042,"Quincy, M.E."
tt0074045,Rentaghost
tt0074053,The Scooby-Doo/Dynomutt Hour
tt0074113,Alice in Wonderland: An X-Rated Musical Fantasy
tt0074119,All the President's Men
tt0074148,Ape
tt0074157,At the Earth's Core
tt0074173,Baby Blue Marine
tt0074174,The Bad News Bears
tt0074216,The Blank Generation
tt0074226,Blue Sunshine
tt0074228,Bobbie Jo and the Outlaw
tt0074279,Cannonball!
tt0074281,Car Wash
tt0074291,Casanova
tt0074294,Cat Murkil and the Silks
tt0074299,Challenge to Be Free
tt0074328,Fade in to Murder
tt0074329,Last Salute to the Commodore
tt0074330,Now You See Him
tt0074331,Old Fashioned Murder
tt0074383,Death Machines
tt0074400,The Desert of the Tartars
tt0074423,The Sunday Woman
tt0074430,"Dr. Black, Mr. Hyde"
tt0074434,Drive in Massacre
tt0074440,The One Armed Swordsmen
tt0074452,The Eagle Has Landed
tt0074455,Eaten Alive
tt0074472,Emanuelle and Francoise
tt0074475,Embryo
tt0074479,Emmanuelle on Taboo Island
tt0074483,The Enforcer
tt0074506,"Exit the Dragon, Enter the Tiger"
tt0074510,Scalpel
tt0074515,Coup de Grâce
tt0074532,Find the Lady
tt0074533,The First Nudie Musical
tt0074537,Flood
tt0074540,The Food of the Gods
tt0074559,Futureworld
tt0074562,Gable and Lombard
tt0074564,Gator
tt0074569,The Gestapo's Last Orgy
tt0074573,Gizmo!
tt0074581,"Goodbye, Norma Jean"
tt0074589,The Great Smokey Roadblock
tt0074590,Green Eyes
tt0074611,The Haunting of Julia
tt0074646,Hot Potato
tt0074653,The Human Tornado
tt0074657,Hugo the Hippo
tt0074658,I Want to Keep My Baby!
tt0074671,In the Dust of the Stars
tt0074682,The Sensuous Nurse
tt0074706,Jackson County Jail
tt0074719,Joshua
tt0074740,Keoma
tt0074746,The Killer Inside Me
tt0074749,The Killing of a Chinese Bookie
tt0074768,SS Experiment Love Camp
tt0074769,The Devil's Men
tt0074775,Las Vegas Lady
tt0074776,The Last Hard Men
tt0074788,Let My Puppets Come
tt0074798,Lifeguard
tt0074802,Lipstick
tt0074811,The Tenant
tt0074812,Logan's Run
tt0074814,The Loneliest Runner
tt0074815,Look What's Happened to Rosemary's Baby
tt0074829,The Legend of the Wolf Woman
tt0074836,Mad Dog Morgan
tt0074845,Mako: The Jaws of Death
tt0074855,Mandinga
tt0074868,The Margin
tt0074870,The Marquise of O
tt0074871,Die Marquise von Sade
tt0074873,"Mary, Mary, Bloody Mary"
tt0074875,Massacre at Central High
tt0074901,Mikey and Nicky
tt0074914,Yellow Emanuelle
tt0074920,Bloodlust
tt0074951,Secret Rivals
tt0074952,Violent Naples
tt0074962,The Next Man
tt0074967,Nightmare in Badham County
tt0074973,Norman... Is That You?
tt0074977,"Not Now, Comrade"
tt0074995,Ode to Billy Joe
tt0075018,The Opening of Misty Beethoven
tt0075030,Twentieth Century Oz
tt0075035,Panic
tt0075047,Mindscape
tt0075082,Police Python 357
tt0075097,The Premonition
tt0075132,The Return of a Man Called Horse
tt0075134,The Return of the World's Greatest Detective
tt0075144,The Ritz
tt0075151,Rogue Male
tt0075161,The Sailor Who Fell from Grace with the Sea
tt0075166,The Savage Bees
tt0075177,Sebastiane
tt0075200,The Shaggy D.A.
tt0075202,Shaolin Temple
tt0075214,Shout at the Devil
tt0075220,The Signalman
tt0075249,Sparkle
tt0075261,Squirm
tt0075263,St. Ives
tt0075265,A Star Is Born
tt0075271,The Story of David
tt0075276,Stroszek
tt0075290,Survive!
tt0075291,A Whisper in the Dark
tt0075323,"That's Entertainment, Part II"
tt0075334,To the Devil a Daughter
tt0075357,Tunnel Vision
tt0075378,The Van
tt0075391,Victory at Entebbe
tt0075393,Vigilante Force
tt0075404,The Ascent
tt0075406,Voyage of the Damned
tt0075421,A Whale of a Tale
tt0075439,New Fist of Fury
tt0075472,All Creatures Great & Small
tt0075492,Citizen Smith
tt0075494,Come Back Mrs. Noah
tt0075503,The Fantastic Journey
tt0075520,Jesus of Nazareth
tt0075533,Man from Atlantis
tt0075543,The New Adventures of Batman
tt0075572,Roots
tt0075575,The San Pedro Beach Bums
tt0075581,Sha Na Na
tt0075614,The Psychic
tt0075627,Aces High
tt0075648,Airport '77
tt0075658,All That Glitters
tt0075669,Amar Akbar Anthony
tt0075671,Spider-Man
tt0075686,Annie Hall
tt0075710,Axe
tt0075726,Barbara Broadcast
tt0075740,Beast with a Gun
tt0075753,Bilitis
tt0075766,Black Velvet
tt0075774,Bobby Deerfield
tt0075781,The Brain Machine
tt0075783,Breaker! Breaker!
tt0075786,Brigham
tt0075801,Can I Do It 'Till I Need Glasses?
tt0075809,The Car
tt0075815,Beach House
tt0075824,That Obscure Object of Desire
tt0075831,Checkered Flag or Crash
tt0075838,The Child
tt0075845,The Choirboys
tt0075850,Cinderella 2000
tt0075860,Close Encounters of the Third Kind
tt0075862,Code Name: Diamond Head
tt0075875,Confessions from a Holiday Camp
tt0075886,Cracking Up
tt0075888,The Crater Lake Monster
tt0075901,Cyclone
tt0075902,Man of Marble
tt0075909,Damnation Alley
tt0075921,Death Game
tt0075944,The Disappearance
tt0075945,A Distant Thunder
tt0075950,The Domino Principle
tt0075987,Emanuelle Around the World
tt0075989,Empire of the Ants
tt0075990,End of the World
tt0076008,Exo-Man
tt0076009,Exorcist II: The Heretic
tt0076023,Fight for Your Life
tt0076028,Final Chapter: Walking Tall
tt0076029,Fire Sale
tt0076038,Bloodbath
tt0076044,For the Love of Benji
tt0076059,Fun with Dick and Jane
tt0076068,Watch Me When I Kill
tt0076081,Ghosts That Still Walk
tt0076085,A Special Day
tt0076106,Greased Lightning
tt0076119,Gulliver's Travels
tt0076125,The Happy Hooker Goes to Washington
tt0076127,Haunts
tt0076131,The Curious Case of the Campus Corpse
tt0076137,Herbie Goes to Monte Carlo
tt0076147,Hitler: A Film from Germany
tt0076162,House
tt0076191,The Incredible Melting Man
tt0076208,Iphigenia
tt0076210,The Island of Dr. Moreau
tt0076214,Ants!
tt0076227,To Kill with Intrigue
tt0076239,Joyride
tt0076240,Jubilee
tt0076245,Julia
tt0076252,The Year of the Hare
tt0076261,Vengeance
tt0076262,Kill Me If You Can
tt0076270,King Solomon's Treasure
tt0076276,Who's Singin' Over There?
tt0076294,The Last Dinosaur
tt0076299,The Last Wave
tt0076301,The Late Show
tt0076313,Blood Relatives
tt0076319,A Little Night Music
tt0076327,Looking for Mr. Goodbar
tt0076337,The Red Nights of the Gestapo
tt0076342,MacArthur
tt0076404,The Monkey Hu$tle
tt0076416,The Mouse and His Child
tt0076478,Nurse Sherri
tt0076504,Orca
tt0076513,Outrageous!
tt0076516,The Pack
tt0076578,Pumping Iron
tt0076582,Coming Attractions
tt0076584,The Inglorious Bastards
tt0076593,Raggedy Ann & Andy: A Musical Adventure
tt0076650,SST: Death Flight
tt0076661,The 36 Crazy Fists
tt0076666,Saturday Night Fever
tt0076683,The Sentinel
tt0076698,Bruce Lee in New Guinea
tt0076709,Game of Death II
tt0076716,Sinbad and the Eye of the Tiger
tt0076723,Slap Shot
tt0076725,Sleeping Dogs
tt0076738,Something for Joey
tt0076749,Maladolescenza
tt0076770,The Strange Case of the End of Civilization as We Know It
tt0076794,Tail Gunner Joe
tt0076798,Tarantulas: The Deadly Cargo
tt0076825,Tintorera: Killer Shark
tt0076847,"Another Man, Another Chance"
tt0076868,Valentino
tt0076877,The Heroin Busters
tt0076888,The Coming of Sin
tt0076914,Whiskey Mountain
tt0076933,The World's Greatest Lover
tt0076937,Yeti: Giant of the 20th Century
tt0076941,You Light Up My Life
tt0076999,The Dain Curse
tt0077008,Fantasy Island
tt0077018,Greatest Heroes of the Bible
tt0077051,Matador
tt0077059,Pearl
tt0077060,Pennies from Heaven
tt0077069,Return of the Saint
tt0077132,Empire of Passion
tt0077152,Almost Summer
tt0077156,The Return of Captain Nemo
tt0077174,Are You in the House Alone?
tt0077189,Avalanche
tt0077215,Battlestar Galactica
tt0077235,Big Wednesday
tt0077245,Blood Stalkers
tt0077269,The Boys from Brazil
tt0077272,Brass Target
tt0077275,The Brink's Job
tt0077279,Bud and Lou
tt0077280,The Buddy Holly Story
tt0077294,Capricorn One
tt0077303,Casey's Shadow
tt0077318,The Chant of Jimmie Blacksmith
tt0077335,Cindy
tt0077351,Coach
tt0077357,The Comeback
tt0077369,Convoy
